from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
11389,70240,1,,,,,,45119906-20:25-HeathPrunorm1,45119906-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119907-20:25-HeathPrunorm1,45119907-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119908-20:25-HeathPrunorm1,45119908-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119909-20:25-HeathPrunorm1,45119909-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119910-20:25-HeathPrunorm1,45119910-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119911-20:25-HeathPrunorm1,45119911-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119912-20:25-HeathPrunorm1,45119912-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119913-20:25-HeathPrunorm1,45119913-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119914-20:25-HeathPrunorm1,45119914-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119915-20:25-HeathPrunorm1,45119915-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119916-20:25-HeathPrunorm1,45119916-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119917-20:25-HeathPrunorm1,45119917-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119918-20:25-HeathPrunorm1,45119918-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119919-20:25-HeathPrunorm1,45119919-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119920-20:25-HeathPrunorm1,45119920-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119921-20:25-HeathPrunorm1,45119921-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119922-20:25-HeathPrunorm1,45119922-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119923-20:25-HeathPrunorm1,45119923-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119924-20:25-HeathPrunorm1,45119924-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119925-20:25-HeathPrunorm1,45119925-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119926-20:25-HeathPrunorm1,45119926-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119927-20:25-HeathPrunorm1,45119927-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119928-20:25-HeathPrunorm1,45119928-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119929-20:25-HeathPrunorm1,45119929-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119930-20:25-HeathPrunorm1,45119930-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119931-20:25-HeathPrunorm1,45119931-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119932-20:25-HeathPrunorm1,45119932-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119933-20:25-HeathPrunorm1,45119933-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119934-20:25-HeathPrunorm1,45119934-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119935-20:25-HeathPrunorm1,45119935-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119936-20:25-HeathPrunorm1,45119936-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119937-20:25-HeathPrunorm1,45119937-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119938-20:25-HeathPrunorm1,45119938-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119939-20:25-HeathPrunorm1,45119939-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119940-20:25-HeathPrunorm1,45119940-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119941-20:25-HeathPrunorm1,45119941-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119942-20:25-HeathPrunorm1,45119942-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119943-20:25-HeathPrunorm1,45119943-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119944-20:25-HeathPrunorm1,45119944-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119945-20:25-HeathPrunorm1,45119945-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119946-20:25-HeathPrunorm1,45119946-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119947-20:25-HeathPrunorm1,45119947-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119948-20:25-HeathPrunorm1,45119948-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119949-20:25-HeathPrunorm1,45119949-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119950-20:25-HeathPrunorm1,45119950-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119951-20:25-HeathPrunorm1,45119951-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119952-20:25-HeathPrunorm1,45119952-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119953-20:25-HeathPrunorm1,45119953-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119954-20:25-HeathPrunorm1,45119954-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119955-20:25-HeathPrunorm1,45119955-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119956-20:25-HeathPrunorm1,45119956-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119957-20:25-HeathPrunorm1,45119957-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119958-20:25-HeathPrunorm1,45119958-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119959-20:25-HeathPrunorm1,45119959-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119960-20:25-HeathPrunorm1,45119960-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119961-20:25-HeathPrunorm1,45119961-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119962-20:25-HeathPrunorm1,45119962-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119963-20:25-HeathPrunorm1,45119963-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119964-20:25-HeathPrunorm1,45119964-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119965-20:25-HeathPrunorm1,45119965-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119966-20:25-HeathPrunorm1,45119966-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119967-20:25-HeathPrunorm1,45119967-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119968-20:25-HeathPrunorm1,45119968-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119969-20:25-HeathPrunorm1,45119969-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119970-20:25-HeathPrunorm1,45119970-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119971-20:25-HeathPrunorm1,45119971-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119972-20:25-HeathPrunorm1,45119972-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119973-20:25-HeathPrunorm1,45119973-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119974-20:25-HeathPrunorm1,45119974-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119975-20:25-HeathPrunorm1,45119975-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119976-20:25-HeathPrunorm1,45119976-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119977-20:25-HeathPrunorm1,45119977-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119978-20:25-HeathPrunorm1,45119978-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119979-20:25-HeathPrunorm1,45119979-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119980-20:25-HeathPrunorm1,45119980-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119981-20:25-HeathPrunorm1,45119981-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119982-20:25-HeathPrunorm1,45119982-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119983-20:25-HeathPrunorm1,45119983-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119984-20:25-HeathPrunorm1,45119984-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119985-20:25-HeathPrunorm1,45119985-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119986-20:25-HeathPrunorm1,45119986-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119987-20:25-HeathPrunorm1,45119987-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119988-20:25-HeathPrunorm1,45119988-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119989-20:25-HeathPrunorm1,45119989-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119990-20:25-HeathPrunorm1,45119990-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119991-20:25-HeathPrunorm1,45119991-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119992-20:25-HeathPrunorm1,45119992-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119993-20:25-HeathPrunorm1,45119993-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119994-20:25-HeathPrunorm1,45119994-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119995-20:25-HeathPrunorm1,45119995-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119996-20:25-HeathPrunorm1,45119996-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119997-20:25-HeathPrunorm1,45119997-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119998-20:25-HeathPrunorm1,45119998-20:25-HeathPrunorm2
11389,70240,1,,,,,,45119999-20:25-HeathPrunorm1,45119999-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120000-20:25-HeathPrunorm1,45120000-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120001-20:25-HeathPrunorm1,45120001-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120002-20:25-HeathPrunorm1,45120002-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120003-20:25-HeathPrunorm1,45120003-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120004-20:25-HeathPrunorm1,45120004-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120005-20:25-HeathPrunorm1,45120005-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120006-20:25-HeathPrunorm1,45120006-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120007-20:25-HeathPrunorm1,45120007-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120008-20:25-HeathPrunorm1,45120008-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120009-20:25-HeathPrunorm1,45120009-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120010-20:25-HeathPrunorm1,45120010-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120011-20:25-HeathPrunorm1,45120011-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120012-20:25-HeathPrunorm1,45120012-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120013-20:25-HeathPrunorm1,45120013-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120014-20:25-HeathPrunorm1,45120014-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120015-20:25-HeathPrunorm1,45120015-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120016-20:25-HeathPrunorm1,45120016-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120017-20:25-HeathPrunorm1,45120017-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120018-20:25-HeathPrunorm1,45120018-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120019-20:25-HeathPrunorm1,45120019-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120020-20:25-HeathPrunorm1,45120020-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120021-20:25-HeathPrunorm1,45120021-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120022-20:25-HeathPrunorm1,45120022-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120023-20:25-HeathPrunorm1,45120023-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120024-20:25-HeathPrunorm1,45120024-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120177-20:25-HeathPrunorm1,45120177-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120178-20:25-HeathPrunorm1,45120178-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120179-20:25-HeathPrunorm1,45120179-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120180-20:25-HeathPrunorm1,45120180-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120181-20:25-HeathPrunorm1,45120181-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120182-20:25-HeathPrunorm1,45120182-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120183-20:25-HeathPrunorm1,45120183-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120184-20:25-HeathPrunorm1,45120184-20:25-HeathPrunorm2
11389,70240,1,,,,,,45120586-HeathPru1,45120586-HeathPru2
11389,70240,1,,,,,,45120587-HeathPru1,45120587-HeathPru2
11389,70240,1,,,,,,45120588-HeathPru1,45120588-HeathPru2
11389,70240,1,,,,,,45120589-HeathPru1,45120589-HeathPru2
11389,70240,1,,,,,,45120590-HeathPru1,45120590-HeathPru2
11389,70240,1,,,,,,45120593-HeathPru1,45120593-HeathPru2
11389,70240,1,,,,,,45120613-HeathPru1,45120613-HeathPru2
11389,70240,1,,,,,,45120618-HeathPru1,45120618-HeathPru2
11389,70240,1,,,,,,45120619-HeathPru1,45120619-HeathPru2
11389,70240,1,,,,,,45120622-HeathPru1,45120622-HeathPru2
11389,70240,1,,,,,,45120623-HeathPru1,45120623-HeathPru2
11389,70240,1,,,,,,45120624-HeathPru1,45120624-HeathPru2
11389,70240,1,,,,,,45120626-HeathPru1,45120626-HeathPru2
11389,70240,1,,,,,,45120627-HeathPru1,45120627-HeathPru2
11389,70240,1,,,,,,45120628-HeathPru1,45120628-HeathPru2
11389,70240,1,,,,,,45120629-HeathPru1,45120629-HeathPru2
11389,70240,1,,,,,,45120630-HeathPru1,45120630-HeathPru2
11389,70240,1,,,,,,45120631-HeathPru1,45120631-HeathPru2
11389,70240,1,,,,,,45120632-HeathPru1,45120632-HeathPru2
11389,70240,1,,,,,,45120633-HeathPru1,45120633-HeathPru2
11389,70240,1,,,,,,45122027-HeathPru1,45122027-HeathPru2
11389,70240,1,,,,,,45122028-HeathPru1,45122028-HeathPru2
11389,70240,1,,,,,,45122029-HeathPru1,45122029-HeathPru2
11389,70240,1,,,,,,45122030-HeathPru1,45122030-HeathPru2
11389,70240,1,,,,,,45122031-HeathPru1,45122031-HeathPru2
11389,70240,1,,,,,,45122032-HeathPru1,45122032-HeathPru2
11389,70240,1,,,,,,45122033-HeathPru1,45122033-HeathPru2
11389,70240,1,,,,,,45122034-HeathPru1,45122034-HeathPru2
11389,70240,1,,,,,,45122035-HeathPru1,45122035-HeathPru2
11389,70240,1,,,,,,45122036-HeathPru1,45122036-HeathPru2
11389,70240,1,,,,,,45122037-HeathPru1,45122037-HeathPru2
11389,70240,1,,,,,,45122038-HeathPru1,45122038-HeathPru2
11389,70240,1,,,,,,45122039-HeathPru1,45122039-HeathPru2
11389,70240,1,,,,,,45122040-HeathPru1,45122040-HeathPru2
11389,70240,1,,,,,,45122041-HeathPru1,45122041-HeathPru2
11389,70240,1,,,,,,45122042-HeathPru1,45122042-HeathPru2
11389,70240,1,,,,,,45122043-HeathPru1,45122043-HeathPru2
11389,70240,1,,,,,,45122044-HeathPru1,45122044-HeathPru2
11389,70240,1,,,,,,45122045-HeathPru1,45122045-HeathPru2
11389,70240,1,,,,,,45122046-HeathPru1,45122046-HeathPru2
11389,70240,1,,,,,,45122047-HeathPru1,45122047-HeathPru2
11389,70240,1,,,,,,45122048-HeathPru1,45122048-HeathPru2
11389,70240,1,,,,,,45122049-HeathPru1,45122049-HeathPru2
11389,70240,1,,,,,,45122050-HeathPru1,45122050-HeathPru2
11389,70240,1,,,,,,45122051-HeathPru1,45122051-HeathPru2
11389,70240,1,,,,,,45122052-HeathPru1,45122052-HeathPru2
11389,70240,1,,,,,,45122053-HeathPru1,45122053-HeathPru2
11389,70240,1,,,,,,45122054-HeathPru1,45122054-HeathPru2
11389,70240,1,,,,,,45122055-HeathPru1,45122055-HeathPru2
11389,70240,1,,,,,,45122056-HeathPru1,45122056-HeathPru2
11389,70240,1,,,,,,45122057-HeathPru1,45122057-HeathPru2
11389,70240,1,,,,,,45122058-HeathPru1,45122058-HeathPru2
11389,70240,1,,,,,,45122059-HeathPru1,45122059-HeathPru2
11389,70240,1,,,,,,45122060-HeathPru1,45122060-HeathPru2
11389,70240,1,,,,,,45122061-HeathPru1,45122061-HeathPru2
11389,70240,1,,,,,,45122062-HeathPru1,45122062-HeathPru2
11389,70240,1,,,,,,45122063-HeathPru1,45122063-HeathPru2
11389,70240,1,,,,,,45122064-HeathPru1,45122064-HeathPru2
11389,70240,1,,,,,,45122065-HeathPru1,45122065-HeathPru2
11389,70240,1,,,,,,45122066-HeathPru1,45122066-HeathPru2
11389,70240,1,,,,,,45122067-HeathPru1,45122067-HeathPru2
11389,70240,1,,,,,,45122068-HeathPru1,45122068-HeathPru2
11389,70240,1,,,,,,45122069-HeathPru1,45122069-HeathPru2
11389,70240,1,,,,,,45122070-HeathPru1,45122070-HeathPru2
11389,70240,1,,,,,,45122071-HeathPru1,45122071-HeathPru2
11389,70240,1,,,,,,45122072-HeathPru1,45122072-HeathPru2
11389,70240,1,,,,,,45122073-HeathPru1,45122073-HeathPru2
11389,70240,1,,,,,,45122074-HeathPru1,45122074-HeathPru2
11389,70240,1,,,,,,45122075-HeathPru1,45122075-HeathPru2
11389,70240,1,,,,,,45122076-HeathPru1,45122076-HeathPru2
11389,70240,1,,,,,,45122077-HeathPru1,45122077-HeathPru2
11389,70240,1,,,,,,45122078-HeathPru1,45122078-HeathPru2
11389,70240,1,,,,,,45122079-HeathPru1,45122079-HeathPru2
11389,70240,1,,,,,,45122080-HeathPru1,45122080-HeathPru2
11389,70240,1,,,,,,45122081-HeathPru1,45122081-HeathPru2
11389,70240,1,,,,,,45122082-HeathPru1,45122082-HeathPru2
11389,70240,1,,,,,,45122083-HeathPru1,45122083-HeathPru2
11389,70240,1,,,,,,45122084-HeathPru1,45122084-HeathPru2
11389,70240,1,,,,,,45122085-HeathPru1,45122085-HeathPru2
11389,70240,1,,,,,,45122086-HeathPru1,45122086-HeathPru2
11389,70240,1,,,,,,45122087-HeathPru1,45122087-HeathPru2
11389,70240,1,,,,,,45122088-HeathPru1,45122088-HeathPru2
11389,70240,1,,,,,,45122089-HeathPru1,45122089-HeathPru2
11389,70240,1,,,,,,45122090-HeathPru1,45122090-HeathPru2
11389,70240,1,,,,,,45122091-HeathPru1,45122091-HeathPru2
11389,70240,1,,,,,,45122092-HeathPru1,45122092-HeathPru2
11389,70240,1,,,,,,45122093-HeathPru1,45122093-HeathPru2
11389,70240,1,,,,,,45122094-HeathPru1,45122094-HeathPru2
11389,70240,1,,,,,,45122095-HeathPru1,45122095-HeathPru2
11389,70240,1,,,,,,45122096-HeathPru1,45122096-HeathPru2
11389,70240,1,,,,,,45122097-HeathPru1,45122097-HeathPru2
11389,70240,1,,,,,,45122098-HeathPru1,45122098-HeathPru2
11389,70240,1,,,,,,45122099-HeathPru1,45122099-HeathPru2
11389,70240,1,,,,,,45122100-HeathPru1,45122100-HeathPru2
11389,70240,1,,,,,,45122101-HeathPru1,45122101-HeathPru2
11389,70240,1,,,,,,45122102-HeathPru1,45122102-HeathPru2
11389,70240,1,,,,,,45122163-HeathPru1,45122163-HeathPru2
11389,70240,1,,,,,,45122164-HeathPru1,45122164-HeathPru2
11389,70240,1,,,,,,45122165-HeathPru1,45122165-HeathPru2
11389,70240,1,,,,,,45122166-HeathPru1,45122166-HeathPru2
11389,70240,1,,,,,,45122167-HeathPru1,45122167-HeathPru2
11389,70240,1,,,,,,45122168-HeathPru1,45122168-HeathPru2
11389,70240,1,,,,,,45122169-HeathPru1,45122169-HeathPru2
11389,70240,1,,,,,,45122170-HeathPru1,45122170-HeathPru2
11389,70240,1,,,,,,45122171-HeathPru1,45122171-HeathPru2
11389,70240,1,,,,,,45122172-HeathPru1,45122172-HeathPru2
11389,70240,1,,,,,,45122173-HeathPru1,45122173-HeathPru2
11389,70240,1,,,,,,45122174-HeathPru1,45122174-HeathPru2
11389,70240,1,,,,,,45122175-HeathPru1,45122175-HeathPru2
11389,70240,1,,,,,,45122193-HeathPru1,45122193-HeathPru2
11389,70240,1,,,,,,45122194-HeathPru1,45122194-HeathPru2
11389,70240,1,,,,,,45122195-HeathPru1,45122195-HeathPru2
11389,70240,1,,,,,,45122206-HeathPru1,45122206-HeathPru2
11389,70240,1,,,,,,45122211-HeathPru1,45122211-HeathPru2
11389,70240,1,,,,,,45122213-HeathPru1,45122213-HeathPru2
11389,70240,1,,,,,,45122214-HeathPru1,45122214-HeathPru2
11389,70240,1,,,,,,45122215-HeathPru1,45122215-HeathPru2
11389,70240,1,,,,,,45122217-HeathPru1,45122217-HeathPru2
11389,70240,1,,,,,,45122218-HeathPru1,45122218-HeathPru2
11389,70240,1,,,,,,45122227-HeathPru1,45122227-HeathPru2
11389,70240,1,,,,,,45122602-HeathPru1,45122602-HeathPru2
11389,70240,1,,,,,,45122603-HeathPru1,45122603-HeathPru2
11389,70240,1,,,,,,45122604-HeathPru1,45122604-HeathPru2
11389,70240,1,,,,,,45122605-HeathPru1,45122605-HeathPru2
11389,70240,1,,,,,,45122606-HeathPru1,45122606-HeathPru2
11389,70240,1,,,,,,45122607-HeathPru1,45122607-HeathPru2
11389,70240,1,,,,,,45122608-HeathPru1,45122608-HeathPru2
11389,70240,1,,,,,,45122609-HeathPru1,45122609-HeathPru2
11389,70240,1,,,,,,45122610-HeathPru1,45122610-HeathPru2
11389,70240,1,,,,,,45123573-HeathPru1,45123573-HeathPru2
11389,70240,1,,,,,,45123578-HeathPru1,45123578-HeathPru2
11389,70240,1,,,,,,45123580-HeathPru1,45123580-HeathPru2
11389,70240,1,,,,,,45123601-HeathPru1,45123601-HeathPru2
11389,70240,1,,,,,,45123607-HeathPru1,45123607-HeathPru2
11389,70240,1,,,,,,45123608-HeathPru1,45123608-HeathPru2
11389,70240,1,,,,,,45123619-HeathPru1,45123619-HeathPru2
11389,70240,1,,,,,,45123620-HeathPru1,45123620-HeathPru2
11389,70240,1,,,,,,45123622-HeathPru1,45123622-HeathPru2
11389,70240,1,,,,,,45123623-HeathPru1,45123623-HeathPru2
11389,70240,1,,,,,,45123630-HeathPru1,45123630-HeathPru2
11389,70240,1,,,,,,45123633-HeathPru1,45123633-HeathPru2
11389,70240,1,,,,,,45123635-HeathPru1,45123635-HeathPru2
11389,70240,1,,,,,,45123637-HeathPru1,45123637-HeathPru2
11389,70240,1,,,,,,45123638-HeathPru1,45123638-HeathPru2
11389,70240,1,,,,,,45123641-HeathPru1,45123641-HeathPru2
11389,70240,1,,,,,,45123642-HeathPru1,45123642-HeathPru2
11389,70240,1,,,,,,45123647-HeathPru1,45123647-HeathPru2
11389,70240,1,,,,,,45123650-HeathPru1,45123650-HeathPru2
11389,70240,1,,,,,,45123651-HeathPru1,45123651-HeathPru2
11389,70240,1,,,,,,45123653-HeathPru1,45123653-HeathPru2
11389,70240,1,,,,,,45123654-HeathPru1,45123654-HeathPru2
11389,70240,1,,,,,,45123657-HeathPru1,45123657-HeathPru2
11389,70240,1,,,,,,45123658-HeathPru1,45123658-HeathPru2
11389,70240,1,,,,,,45123660-HeathPru1,45123660-HeathPru2
11389,70240,1,,,,,,45123662-HeathPru1,45123662-HeathPru2
11389,70240,1,,,,,,45123663-HeathPru1,45123663-HeathPru2
11389,70240,1,,,,,,45123664-HeathPru1,45123664-HeathPru2
11389,70240,1,,,,,,45123665-HeathPru1,45123665-HeathPru2
11389,70240,1,,,,,,45123667-HeathPru1,45123667-HeathPru2
11389,70240,1,,,,,,45123668-HeathPru1,45123668-HeathPru2
11389,70240,1,,,,,,45123673-HeathPru1,45123673-HeathPru2
11389,70240,1,,,,,,45123674-HeathPru1,45123674-HeathPru2
11389,70240,1,,,,,,45123677-HeathPru1,45123677-HeathPru2
11389,70240,1,,,,,,45123680-HeathPru1,45123680-HeathPru2
11389,70240,1,,,,,,45123682-HeathPru1,45123682-HeathPru2
11389,70240,1,,,,,,45123684-HeathPru1,45123684-HeathPru2
11389,70240,1,,,,,,45123685-HeathPru1,45123685-HeathPru2
11389,70240,1,,,,,,45123686-HeathPru1,45123686-HeathPru2
11389,70240,1,,,,,,45123687-HeathPru1,45123687-HeathPru2
11389,70240,1,,,,,,45123688-HeathPru1,45123688-HeathPru2
11389,70240,1,,,,,,45123694-HeathPru1,45123694-HeathPru2
11389,70240,1,,,,,,45123696-HeathPru1,45123696-HeathPru2
11389,70240,1,,,,,,45123700-HeathPru1,45123700-HeathPru2
11389,70240,1,,,,,,45123701-HeathPru1,45123701-HeathPru2
11389,70240,1,,,,,,45123702-HeathPru1,45123702-HeathPru2
11389,70240,1,,,,,,45123703-HeathPru1,45123703-HeathPru2
11389,70240,1,,,,,,45123704-HeathPru1,45123704-HeathPru2
11389,70240,1,,,,,,45123705-HeathPru1,45123705-HeathPru2
11389,70240,1,,,,,,45123706-HeathPru1,45123706-HeathPru2
11389,70240,1,,,,,,45123707-HeathPru1,45123707-HeathPru2
11389,70240,1,,,,,,45123708-HeathPru1,45123708-HeathPru2
11389,70240,1,,,,,,45123709-HeathPru1,45123709-HeathPru2
11389,70240,1,,,,,,45123710-HeathPru1,45123710-HeathPru2
11389,70240,1,,,,,,45123711-HeathPru1,45123711-HeathPru2
11389,70240,1,,,,,,45123712-HeathPru1,45123712-HeathPru2
11389,70240,1,,,,,,45123713-HeathPru1,45123713-HeathPru2
11389,70240,1,,,,,,45123714-HeathPru1,45123714-HeathPru2
11389,70240,1,,,,,,45123715-HeathPru1,45123715-HeathPru2
11389,70240,1,,,,,,45123716-HeathPru1,45123716-HeathPru2
11389,70240,1,,,,,,45123717-HeathPru1,45123717-HeathPru2
11389,70240,1,,,,,,45123718-HeathPru1,45123718-HeathPru2
11389,70240,1,,,,,,45123719-HeathPru1,45123719-HeathPru2
11389,70240,1,,,,,,45123720-HeathPru1,45123720-HeathPru2
11389,70240,1,,,,,,45123721-HeathPru1,45123721-HeathPru2
11389,70240,1,,,,,,45123722-HeathPru1,45123722-HeathPru2
11389,70240,1,,,,,,45123723-HeathPru1,45123723-HeathPru2
11389,70240,1,,,,,,45123724-HeathPru1,45123724-HeathPru2
11389,70240,1,,,,,,45123725-HeathPru1,45123725-HeathPru2
11389,70240,1,,,,,,45123726-HeathPru1,45123726-HeathPru2
11389,70240,1,,,,,,45123727-HeathPru1,45123727-HeathPru2
11389,70240,1,,,,,,45123728-HeathPru1,45123728-HeathPru2
11389,70240,1,,,,,,45123729-HeathPru1,45123729-HeathPru2
11389,70240,1,,,,,,45123730-HeathPru1,45123730-HeathPru2
11389,70240,1,,,,,,45123731-HeathPru1,45123731-HeathPru2
11389,70240,1,,,,,,45123732-HeathPru1,45123732-HeathPru2
11389,70240,1,,,,,,45123733-HeathPru1,45123733-HeathPru2
11389,70240,1,,,,,,45123734-HeathPru1,45123734-HeathPru2
11389,70240,1,,,,,,45123735-HeathPru1,45123735-HeathPru2
11389,70240,1,,,,,,45123736-HeathPru1,45123736-HeathPru2
11389,70240,1,,,,,,45123737-HeathPru1,45123737-HeathPru2
11389,70240,1,,,,,,45123738-HeathPru1,45123738-HeathPru2
11389,70240,1,,,,,,45123739-HeathPru1,45123739-HeathPru2
11389,70240,1,,,,,,45123740-HeathPru1,45123740-HeathPru2
11389,70240,1,,,,,,45123756-HeathPru1,45123756-HeathPru2
11389,70240,1,,,,,,45123760-HeathPru1,45123760-HeathPru2
11389,70240,1,,,,,,45123765-HeathPru1,45123765-HeathPru2
11389,70240,1,,,,,,45123769-HeathPru1,45123769-HeathPru2
11389,70240,1,,,,,,45120586-BabcockBCHeathPru1,45120586-BabcockBCHeathPru2
11389,70240,1,,,,,,45120587-BabcockBCHeathPru1,45120587-BabcockBCHeathPru2
